Game,Composition,SHA-1 Hash
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,06 Flugelheim Museum.csv,af8e11fa4fba26f80a84ef74a29cd1fb3a9b09a7
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,07 Batwing Stage.csv,e1aea0667d454c3d2a57143ac44d278ea0c30e2d
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,08 Gotham Cathedral.csv,55216876d8980100b1d0b114016b362119f0bde1
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,"09 Batman vs Jack, Joker.csv",36c8c2c986a35e107a8742f1bae39c3ad6bf8705
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,10 Ending ~ Credits.csv,5ef9c564ae481d9bbc79e75ff3c308ae6a757a3f
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,11 Death.csv,6e584e3d0d2c0baa4496c332c47173f261fce250
Batman_-_The_Video_Game_%28Nintendo_Game_Boy%29,12 Game Over.csv,abf9fe2f7d6e0b5a4b8093d548b0db20f7f0a1dc
Battle_City_%28Game_Boy%29,01 Stage Start.csv,f829b69c72fcaf96ab39022b51a65f2db090f4cc
Battle_City_%28Game_Boy%29,02 Game Over.csv,f1f7f6e240b555ba6b909fc8923a1adf5c0f03dd
Battle_City_%28Game_Boy%29,03 Got High Score.csv,bfc6b88863b8d2e0208def47ee5e4b21ee0eb278
Battle_City_%28Game_Boy%29,04 Unknown.csv,a69a483901e509ab3dae2b3e8c2cfbf6cdc9f2a8
Battle_Unit_Zeoth_%28Game_Boy%29,01 Title.csv,1e2af94e903e6da9a5aeb420b0b110c9593f7abd
Battle_Unit_Zeoth_%28Game_Boy%29,02 Stage 1.csv,66598b48fa8d9e332782020b9afcb8563c8f44b1
Battle_Unit_Zeoth_%28Game_Boy%29,03 Warning.csv,7023750886a9ea31d419e32871adf93084563041
Battle_Unit_Zeoth_%28Game_Boy%29,04 Boss.csv,5d9c88222ad6bed5d3e9f27eb237bc638f3cbb32
Battle_Unit_Zeoth_%28Game_Boy%29,05 Stage Clear.csv,9e5b7c01bed53b4b035e97e4eeb9631dfcef8fc4
Battle_Unit_Zeoth_%28Game_Boy%29,06 Stage 2.csv,15aeb90a31fe9dd9e212ce32fac127a5f6672377
Battle_Unit_Zeoth_%28Game_Boy%29,07 Stage 3.csv,26855687eb15f5cbfc4e7679a60cd3d89cba40d8
Battle_Unit_Zeoth_%28Game_Boy%29,08 Stage 4.csv,a06fe7e7e95c68d884ac7c04886d79b6ef8a7b32
Battle_Unit_Zeoth_%28Game_Boy%29,09 Stage 5.csv,0ee87eaaa77554f37e5c839044a5b61ba512b78a
Battle_Unit_Zeoth_%28Game_Boy%29,10 Ending.csv,42966e0c69b3789456e33410aa7257d00a36a179
Battle_Unit_Zeoth_%28Game_Boy%29,11 Staff Roll.csv,65fffd011a29582e97187e79ea8357d83cd329b1
Battle_Unit_Zeoth_%28Game_Boy%29,12 Game Over.csv,5b005248485a7b336272cc679ed78d6c5cd546c9
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,01 Title.csv,4a088f91da2dd332ba6753a84dbb5bf0e1764be6
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,02 Select.csv,cb0ececdb86644bf902885d29d942743e0cf27d8
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,03 Free Mode.csv,5a5f0510e9cf884d6a8a2c4c3d89ce78b6165ef8
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,04 Option.csv,494ba74a12a79dcf5a35cc41e75b9cc33a32ae33
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,05 Password.csv,7e6de80a21b56b03ad9ca24dee76b26813e176e3
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,06 Cheer.csv,6e298978289b52f14550ca761533af8e701a33ac
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,07 Automatic.csv,dc5d32e0ae798ce4903a76118462386636952fc1
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,08 Yume Miru Shoujo ja Irarenai.csv,9111898ed5af7fa5804e936d2501c844e98df833
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,09 Time goes by.csv,e673de0c9fc01ed6a2d785cdbcb11a7d9e1beddc
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,10 Makenaide.csv,619815464a351ff97b7e0790678dafc28eff5686
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,11 Friends.csv,995fe82671685b9335a83e9b1c94bb1ea1f27eae
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,12 Robinson.csv,e7a4f8a93a7c922524546e220fc8eff64604fa93
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,13 Sasurai.csv,246ed14bcea03dd606ffe3b9feb7345e0ecf6d24
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,14 Over Drive.csv,54a7de8e12c3d594a013cade3d461f5c61dfb4c2
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,15 Believe.csv,f2b922a5dfee5b0898629c50d91750224ef96e7b
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,16 Rydeen.csv,7e283d5e7983b32d660f1bd1c75dd5ab525d3fd9
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,17 Yozora no Mukou.csv,e07d0c9e031f74bd0851ec21619617c5e0f8d498
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,18 Nagisa ni Matsuwaru Et Cetera.csv,b99735d9477273d5ed6f99d79013cafd67f48e83
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,19 Catch You Catch Me.csv,72e719ac50c16a8f4bca7915f941fadb5e16cf8e
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,20 Daite Hold on Me !.csv,86033c895fa67fd65e7f6595587e0970dd226026
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,21 Watashi ga Obasan ni Nattemo.csv,a2a0c94ba5994ef4647af0fe09f2231efdbbfe23
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,22 Space Battleship Yamato.csv,a9ca7b21fbe8b601b960ab68b106190f10e85dcb
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,23 Suteki na Kimi.csv,672ae190dc2c838a14d50f8fd84cf29adf96b6d4
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,24 Tobe ! Gundam.csv,7b8b34ab512b1d9973f769af96da5e0a779db6ef
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,25 Tenshi no Kyusoku.csv,5cf554c4fc5ac8f0d946170a9d08ecfb3b47e52e
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,26 Ultraman no Uta.csv,5c2c8ec696e79358af222d3782b7ac569ed6ddcb
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,27 RVTK-1.csv,a26af95b70f37082587d8810684f67f11262832f
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,28 Miracle Moon -Otsukisama ga Chukeikyoku-.csv,37d4f151b3dddf904cf083fb257443269862a5a8
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,29 Hunting For You.csv,b9ee8f4608611c6d372102d8adbd3eb7154a9481
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,30 Luv To Me.csv,f3cc6107a4acf45b82e6f4ee6cb9634da7ca865c
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,31 Genom Screams.csv,bfcedbd31e00d06d287a58370f0e45b6f54d6a90
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,32 Ending.csv,d5fcb054c407b4da323eed8571c933f3d1917a18
Beatmania_GB2_Gatcha_Mix_%28Game_Boy%2C_Color%29,33 Game Over.csv,bbe8524bf1e1da23f5434d793298387d4e63c20a
Beatmania_GB_%28Game_Boy%2C_Color%29,01 Title.csv,3390b74bf99cc2eda968d49cf7619d522976ea35
Beatmania_GB_%28Game_Boy%2C_Color%29,02 Select.csv,01eba3a2ad4b743158d2742cb46342b73d6a6c5d
Beatmania_GB_%28Game_Boy%2C_Color%29,03 Free Mode.csv,5ddc86cebbcf623786055cab214eaa1396fabca6
Beatmania_GB_%28Game_Boy%2C_Color%29,04 Option.csv,5bd1c047b61faaa33aaeffb57522ec7f62c20bd8
Beatmania_GB_%28Game_Boy%2C_Color%29,05 Password.csv,99d15cbadd38d814a207736df94ac480724b2ebe
Beatmania_GB_%28Game_Boy%2C_Color%29,06 Cheer.csv,83a53205a42ee0e718bb36f91fda2cc991b6033c
Beatmania_GB_%28Game_Boy%2C_Color%29,07 2 Gorgeous 4 You.csv,64181c3c4d7337f18d8ace96d6e3e093293e7529
Beatmania_GB_%28Game_Boy%2C_Color%29,08 Cat Song -Theme of UPA-.csv,c735c7d2a957a0496a9fcca5bacbe984a7224174
Beatmania_GB_%28Game_Boy%2C_Color%29,09 Overdoser (Romo Mix).csv,994d52f9dbcd7a2a106f7ebfe3a706a34782d776
Beatmania_GB_%28Game_Boy%2C_Color%29,10 DJ Battle (Intro).csv,59187a01e74ce884467049183d63edabdae3a474
Beatmania_GB_%28Game_Boy%2C_Color%29,11 DJ Battle.csv,f5a58c3d7eaba054ea6167b70bba8182f5635e39
Beatmania_GB_%28Game_Boy%2C_Color%29,12 Believe Again.csv,ba3cd7372530058235f1d942e1994738bda2e48c
Beatmania_GB_%28Game_Boy%2C_Color%29,13 Papayapa Bossa.csv,d8c7e561598a22e20b2efd0cd27cda40527a2fb2
Beatmania_GB_%28Game_Boy%2C_Color%29,14 Metal Gear Solid -Main Theme-.csv,7cd38f673618725152df004974a9c64f6a781c99
Beatmania_GB_%28Game_Boy%2C_Color%29,15 Salamander Beat Crush Mix.csv,76fafc95216c31b695e040977f24087baa5707cd
Beatmania_GB_%28Game_Boy%2C_Color%29,16 Overdoser (driving dub mix).csv,b20e0d507538a2195fad18a39dfdd0063bc6e395
Beatmania_GB_%28Game_Boy%2C_Color%29,17 Luv To Me.csv,889eca66f75fd86bbacfd3d611fae5ea82138428
Beatmania_GB_%28Game_Boy%2C_Color%29,18 It's Your Funky Life!.csv,2f826ee3c607b8081e25318c0466f73d8eec991e
Beatmania_GB_%28Game_Boy%2C_Color%29,19 Kiiroi Kabin.csv,90247f798c2a33cc8f66645a156a7782dc1096d1
Beatmania_GB_%28Game_Boy%2C_Color%29,20 Theme of Rakugakids.csv,f42a94f3f99c8ceee7d83a8a08016113057d93cb
Beatmania_GB_%28Game_Boy%2C_Color%29,21 Feel the Beat!.csv,e18f412674fbc4f906d3f1ae6aeaaf7efbcff984
Beatmania_GB_%28Game_Boy%2C_Color%29,22 Amadeus Mania.csv,933bda6f34a3972896521eb87ddd11c0d38499dd
Beatmania_GB_%28Game_Boy%2C_Color%29,23 The Nutcracker Suite.csv,a38018266100c526b91b8b0b8d060221720ee33f
Beatmania_GB_%28Game_Boy%2C_Color%29,24 Cow Boy Star.csv,c9d966f5f9a86c08e1fe00824fff11fb94f925ab
Beatmania_GB_%28Game_Boy%2C_Color%29,25 Mirror Ball.csv,0d26e81df1105a1c81fe62ff9c5f166e7111fef9
Beatmania_GB_%28Game_Boy%2C_Color%29,26 Okkasan no Uta.csv,1a35fe0a4000d82c56fafa11fc5fa85d12d2760a
Beatmania_GB_%28Game_Boy%2C_Color%29,27 Suites No.3 Air..csv,cd3332f3b93b82a72f2b919be5dd46328ec46b71
Beatmania_GB_%28Game_Boy%2C_Color%29,28 Result.csv,30819007c632987a0b50ba8ed316207aecd1b590
Beatmania_GB_%28Game_Boy%2C_Color%29,29 It's Your Funky Life! (Ending).csv,e26348e8062306ef3d36d6273bc9a2431e03b293
Beatmania_GB_%28Game_Boy%2C_Color%29,30 Game Over.csv,ca16622b90549f7e478bf0f9ab23fef73ab0eb25
Beatmania_GB_%28Game_Boy%2C_Color%29,31 Instruction.csv,9d40d0198632718278e9d54e60fc1e1fd3be3b82
Bionic_Commando_%28Nintendo_Game_Boy%29,01 Opening 1.csv,d3555aced8fb04369e7fada3928d80f6d2853730
Bionic_Commando_%28Nintendo_Game_Boy%29,02 Opening 2.csv,fbbe627358a4478bc0b0df37146da0f6c8d85455
Bionic_Commando_%28Nintendo_Game_Boy%29,03 Password.csv,2715002aee2dc951f067a67330fc88353a67f15e
Bionic_Commando_%28Nintendo_Game_Boy%29,04 Area Map.csv,cc6e1a4429048375bd4c4d4679ccfcb9946ce886
Bionic_Commando_%28Nintendo_Game_Boy%29,05 Area 0-4-6-8-17.csv,cb79761c16448ac0a28abb44be630fad4d6e94e9
Bionic_Commando_%28Nintendo_Game_Boy%29,06 Boss.csv,57840343dbb7d22fe1ef4a3ef88f452906c0fd52
Bionic_Commando_%28Nintendo_Game_Boy%29,07 Clear.csv,ee63b4eff1c95af491f670af66782907ce80c08c
Bionic_Commando_%28Nintendo_Game_Boy%29,08 Area 1-10.csv,2f238b1724fb4c346c785e76dbff7200e8645d4d
Bionic_Commando_%28Nintendo_Game_Boy%29,09 Neutral Zone.csv,e97303fb69284cdde18f00c49632a17886a3c10d
Bionic_Commando_%28Nintendo_Game_Boy%29,10 Area 3-13.csv,9918f2ef0bb4c4c0536742b236bf5ce4bf8213a4
Bionic_Commando_%28Nintendo_Game_Boy%29,11 Area 7-12-16.csv,c6e23f63513681d3a067864be92bbd14211a5f82
Bionic_Commando_%28Nintendo_Game_Boy%29,12 Enemy Attack.csv,11e5be8f9360bfd2a0e3b259878dbdc73b077641
Bionic_Commando_%28Nintendo_Game_Boy%29,13 Ending.csv,d8130a62dd69dae08995ef25e55dfe97d3fe0a1b
Bionic_Commando_%28Nintendo_Game_Boy%29,14 Game Over.csv,6db999f2982c058db0557be972db38033bcbdf9c
Bionic_Commando_%28Nintendo_Game_Boy%29,15 Bionic Commando (U.S.A.ver.).csv,c4e2f02c87dd8a66be18dd0f0036b6a64e10a8dd
Blaster_Master_Boy_%28Game_Boy%29,01 Intro.csv,ee11e4727c231be82a03ddb2e54f4b66cfdf4f14
Blaster_Master_Boy_%28Game_Boy%29,02 Bomber King Theme.csv,e861ba4b5efc2a7f71efee0ec22de942e42bd549
Blaster_Master_Boy_%28Game_Boy%29,03 Underground.csv,277d7e3b11c237b4a549df20b29737f569695e81
Blaster_Master_Boy_%28Game_Boy%29,04 Idol Room.csv,a2ac298ea83e76690f566b3cef1d3a68f3564ae8
Blaster_Master_Boy_%28Game_Boy%29,05 Period Clear.csv,084eaea02d60b574d823e1f927c6f0fddf154983
Blaster_Master_Boy_%28Game_Boy%29,06 Period Start.csv,1fef3af95ebd4d6e22bd5e3c4e33c7a2baca1c17
Blaster_Master_Boy_%28Game_Boy%29,07 Boss Room.csv,87216038760180e41a5beb28297486f26c72e428
Blaster_Master_Boy_%28Game_Boy%29,08 Ending ~ Staff Roll.csv,c382132d923b054ad0b558fa9c3c3aff85cc4c54
Blaster_Master_Boy_%28Game_Boy%29,09 Game Over.csv,479c4d4f14acdf40076f3ab562f96a051f3d303f
Bomb_Jack_%28Nintendo_Game_Boy%29,01 Title Screen.csv,3c1b63fad83b6a5366bbad5ab61759bd11cb8782
Bomb_Jack_%28Nintendo_Game_Boy%29,02 Stage BGM.csv,900c4f62a03200af070fa0c46d57abcf841eb27f
Bomb_Jack_%28Nintendo_Game_Boy%29,03 Stage Clear.csv,ff141357af0ecea0dbb0040f2074cbdc786e630d
Bomb_Jack_%28Nintendo_Game_Boy%29,04 Bomb Order Bonus.csv,6af0e750e3fe6d4361325d182dc8810f4e377ad8
Bomb_Jack_%28Nintendo_Game_Boy%29,05 Game Over (The Last Sigh).csv,6c9739f6e5bd0b898ad3431448e19df00da8d755
Bubble_Bobble_%28Game_Boy%29,01 Introduction.csv,2bedb6748043299b2d6f3055fdb7d3db638753c9
Bubble_Bobble_%28Game_Boy%29,02 Main Theme.csv,e2a5978d2b93d0abc54c4d786f89de04910ede37
Bubble_Bobble_%28Game_Boy%29,03 Bonus Music.csv,7755c65ae4736be95239fa7b66aeb177da4411ab
Bubble_Bobble_%28Game_Boy%29,04 Secret Room.csv,b3b56ab5067e3bec56b72d054423d52ddd45cc56
Bubble_Bobble_%28Game_Boy%29,05 False Ending.csv,939f10003cc97c71bc51fe72a41d87ea0aabf76e
Bubble_Bobble_%28Game_Boy%29,06 Super Drunk.csv,299e19e937c9e3578a275abe2053796bc22709d1
Bubble_Bobble_%28Game_Boy%29,07 Real Ending.csv,91abc70d2c9305477e542b85420adea29152bbd8
Bubble_Bobble_%28Game_Boy%29,08 Name Regist.csv,7cec0cf4bace741436795cae8ec5a2cb15628ab6
Bubble_Bobble_%28Game_Boy%29,09 Game Over.csv,964a38c9f1260beda0d8cf55c1d14062348855ae
Bubble_Bobble_%28Game_Boy%29,10 Unknown 1.csv,bc6dbc1e3cf062349a33470821a7ba708f875026
Bubble_Bobble_%28Game_Boy%29,11 Unknown 2.csv,ce9f1877f270d8f7f8e947c866990446b82b0599
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,01 Title.csv,af3da557a5270eecbfcdb1960f816b8c0938775e
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,02 Story - Map.csv,c64a6cac4893bc3344d461e86aa734942f72a946
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,03 Bubble Forest (Round 01-19).csv,c55842eaadee0959c588862860e72dc68ce1601d
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,04 Moonlight Village (Round 21-39).csv,3e6ed1fe355ca1cd4288d0eac34a34e067c91a5a
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,05 Bonus - Extend.csv,93ea04dbfb2f07d14a87940d445b8c61791f0be1
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,06 Mysterious Cave (Round 41-59).csv,c6e9824adc1b1f00678fc4c275ec4153a5ddf552
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,"07 Boss (Round 20, 40, 60).csv",d6e529b936d3000e120494dff603d079002076ca
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,08 Castle of Great Skel (Round 61-79).csv,3b854c4f5f7c4efa0c0a5e4408340a05a27fc1ca
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,09 Final Boss (Round 80).csv,0bb9b5be1863e0f2585b2a6a3fd9f498b9f26fb2
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,10 Game Over - Continue.csv,b8c29a3872d17baacd6bf24b016adfa96cba567a
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,11 Ending - Good End.csv,8c7a777d71f7589b10fea364ffa066787acf2d21
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,12 Bad End.csv,030ea277eb1f8a7163f289f42f9b2b0f67837174
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,13 Time's Up!.csv,41b2c022c37fb3d1309a7fb1ff1fc7028d882f78
Bubble_Bobble_Part_2_%28Nintendo_Game_Boy%29,14 Sawbones.csv,b19801d825c5260d297a3046cba12bf2ea86ac80
Bubble_Ghost_%28Game_Boy%29,01 Title Screen.csv,e0b95e953b766238a44a61eefd3d505917484a0f
Bubble_Ghost_%28Game_Boy%29,02 Main BGM.csv,47ddfb4343a59921a2c6929aea903a430e721fda
